word,meaning,sentence
cocoon,a silky case for protection; to envelop
disavow,to deny any responsibility or support for
optimal,best or most favorable; optimum
defy,to openly resist or refuse to obey; challenge
eerie,strange and frightening; ghostly
furnish,to provide furniture; to give assistance
pungent,having a sharply strong taste or smell
immoral,not conforming to moral standards; unethical
inscribe,to write or carve words on something formally
mute,refraining from speech; silent
callous,showing a cruel disregard for others; ruthless
exertion,physical or mental effort; hard work
palpable,so intense as to seem tangible; obvious
wakefulness,the state of being or remaining awake
benefactor,a person who gives money or help to a cause
mask,a covering for the face; a disguise
idiosyncratic,relating to individual behavior; distinctive
alliteration,repetition of the same letter at start of words
further,to promote or facilitate; at a greater distance
legitimate,conforming to the law; valid; reasonable
yield,to produce or provide; to surrender or submit
snobbish,characteristic of a snob; haughty
populous,having a large population; crowded
foreboding,fearful apprehension; a bad feeling
impromptu,done without being planned or rehearsed
abate,to become less intense or widespread
clout,a heavy blow; power or influence
ineptitude,lack of skill or ability; clumsiness
dynamics,how people or things behave and react
minutely,with great attention to detail; slightly
optic,relating to the eye or vision
inject,to drive a liquid into a person's body
bisect,to divide into two parts or sections
backward,directed behind; towards the back
inversion,the action of inverting something or position
sanity,the state of being sane; soundness of mind
utilitarian,designed to be useful rather than attractive
even-handed,fair and impartial; unbiased
cordial,warm and friendly; sincere
radical,affecting the fundamental nature; far-reaching
distinct,recognizably different; clearly defined
emit,to produce and discharge something like gas
alimony,ordered provision for a spouse after separation
disgruntled,angry or dissatisfied; annoyed
possessive,demanding someone's total attention
supremacy,the state of being superior to all others
decelerate,to reduce speed; to slow down
intact,not damaged in any way; complete
pale,having little color in the face; to lose significance
nurse,to care for the sick; to nurture or encourage
treacherous,guilty of betrayal; dangerous
moody,given to unpredictable changes of mood; emotional
primly,in a prim or demure way; formally
diplomatic,managing international relations skillfully
indecision,the inability to make a decision quickly
hostile,unfriendly; opposed; antagonistic
cushion,to soften the impact of something
shield,a broad piece of metal for protection
territorial,relating to ownership of an area of land
dispensable,able to be replaced or done without
out,away from a particular place; not suitable
obsession,the state of being obsessed with something
assault,a physical attack; a verbal attack
insult,to speak with disrespect; an indignity
referendum,a general vote by people on a single question
consume,to eat or ingest; to engross or enjoy
groomed,neat and clean in appearance; tidy
tangible,perceptible by touch; real
disregard,to pay no attention to; to ignore
prohibitive,price so high as to prevent purchase
sedating,calming or tranquilizing; making sleepy
exploit,to make full use of a resource
characterize,to describe the distinctive nature of
clandestine,kept secret or done secretively
guarantee,a formal promise that conditions will be fulfilled
scruffy,shabby and untidy or dirty
daunting,seeming difficult to deal with; intimidating
resort,to turn to for help; a vacation destination
revolt,to rise in rebellion; to refuse allegiance
eradicate,to destroy completely; to pull up by roots
absurd,wildly unreasonable; ridiculous
panorama,an unbroken view of a whole region
erosion,the process of being eroded by wind or water
avid,having a keen interest in; greedy
spoilsport,a person who spoils the pleasure of others
forestall,to prevent an event by taking action ahead of time
unpretentious,not attempting to impress others with talent
pompous,irritatingly grand or self-important
asset,a useful or valuable thing or person
anatomy,the study of the bodily structure of organisms
invaluable,extremely useful; priceless; beyond estimation
foreshadow,to be a warning or indication of a future event
import,bring goods into a country; importance
genteel,polite and refined; respectable
somber,dark or dull in color; melancholy; gloomy
exceedingly,to an extremely great degree; extremely
recognize,to identify someone; to acknowledge
repression,subduing someone by force; limiting freedom
vocalize,to utter a sound or word; to express dislike
noxious,"harmful, poisonous, or very unpleasant"
saliva,watery liquid produced in the mouth
copper,a red-brown metal; a coin
instill,to gradually establish an idea in the mind
hypocrisy,claiming to have moral standards but not following
self-serving,having concern for one's own interests first
quirk,a peculiar behavioral habit; idiosyncrasy
odor,"a distinctive smell, especially unpleasant"
disturbing,causing anxiety or worry; causing concern
unwieldy,difficult to carry because of its size or shape
nimbly,in a quick and light movement or manner
confess,to admit that one has committed a crime
sting,a small pointed organ in insects; to hurt
blatant,done openly and unashamedly; vulgar
underestimate,to estimate something as being smaller than actual
redemption,the action of saving from sin or error
incessant,continuing without pause or interruption
underline,to draw a line under; to emphasize
convergent,coming closer together; meeting at a point
unchecked,not examined or verified; not restrained
fabric,cloth; the texture or structure of something
curtail,to reduce in extent; to impose a restriction
advance,to move forward; to move for notice
stunned,so shocked that one is unable to react
constrained,appearing forced or overly controlled
stuck-up,staying aloof because one thinks they are superior
retract,to draw back in; to disavow or withdraw
glean,to extract information from various sources
stagnant,having no current or flow; not advancing
insinuate,to suggest something bad in an indirect way
attendee,a person who attends a meeting or event
saw,a hand tool with sharp points for cutting
juxtapose,to place things side by side for contrast
omnipotent,having unlimited power; able to do anything
privation,a state where essential things are lacking
recollection,the action or faculty of remembering
sincerity,the quality of being honest and free from deceit
tamper,to interfere with something in order to damage
irreconcilable,impossible to find a compromise for
viable,capable of working successfully; feasible
wane,to decrease in power; to diminish
shadow,a dark area produced by light being blocked
unnerve,to make someone lose their confidence or strength
pattern,a repeated decorative design; a model
cloud,a visible mass of water vapor; to make vague
extraction,the action of removing something by force
toll,a charge for use; a cost in terms of life
circumscribed,restricted within limits; limited
underway,having started and currently in progress
rebelliousness,showing a desire to resist authority
disposable,intended to be used once and thrown away
ostracism,exclusion from a society or group
jurisdiction,the official power to make legal decisions
blur,to make or become unclear or less distinct
exhort,to strongly encourage or urge someone
debunk,to expose the falseness of a myth or idea
enmity,the state of being actively opposed; hostility
punctuate,to insert marks; to emphasize at intervals
melodramatic,full of exciting but exaggerated emotions
neglect,to fail to care for properly; disregard
crude,in a natural state; primitive; gross
tender,gentle and kind; considerate; compassionate
placid,not easily upset or excited; peaceful
diffusion,the spreading of something more widely
heartening,increasing cheerfulness; encouraging
currency,a system of money; the state of being used
counter,a level surface in a store; to oppose
testament,something that serves as proof; a will
merit,the quality of being particularly good or worthy
entice,to attract or tempt by offering pleasure
exceptional,unusual or not typical; superior
demeaning,causing someone to lose their dignity
unravel,to undo twisted threads; to solve mystery
sedentary,staying and sitting down; somewhat inactive
pleading,making an emotional appeal; wanting much
indelicate,rude or embarrassing; lack of sensitive understanding
spiteful,showing or caused by malice; unkind
idyllic,"extremely happy, peaceful, or picturesque"
rear,the back part of something; to raise
postpone,to cause something to take place later
bolster,to support or make stronger; to fortify
dissolve,to become incorporated into a liquid; to end
devastating,highly destructive or damaging
mob,"a large crowd of people, often disorderly"
pamper,to indulge with every attention and comfort
specimen,an individual animal or plant used as an example
crisscross,to move in intersecting parallel lines
set,to put or stand something; to begin a job
boisterous,"noisy, energetic, and cheerful; rowdy"
ingenious,"clever, original, and inventive"
trivial,of little value or importance; not serious
abound,to exist in large numbers or quantities
annals,a record of events or activities year by year
automaton,a person who behaves like a machine
drudgery,hard menial or dull work
eminent,respected and famous within a particular field
implore,to beg someone earnestly or desperately
indiscriminate,done at random without careful judgment
interminable,endless; often used to describe long time
realm,a kingdom; an area of activity
replete,filled or well-supplied with something
steeped,soaked in water; filled with a quality
voracious,wanting or devouring great quantities of food
matron,a woman in charge of domestic arrangements
adroit,clever or skillful in using the hands or mind
cajole,to persuade someone by coaxing or flattery
furtive,attempting to avoid notice; secretive
gesticulate,to use gestures dramatic ones instead of speaking
hapless,unfortunate; experiencing extreme bad luck
intrepid,fearless; not afraid of danger
irate,feeling or characterized by great anger
plethora,a large or excessive amount of something
pretext,a reason given for doing something that is not the real one
throng,"a large, densely packed crowd of people"
vigilant,keeping careful watch for possible danger
bristle,to react angrily or defensively; short stiff hair
caustic,sarcastic in a biting way; corrosive
condolence,an expression of sympathy in sorrow
dupe,to deceive or trick someone
euphemism,a mild word used to replace a harsh one
incipient,in an initial stage; beginning to happen
incongruous,not in harmony or keeping with surroundings
infamous,well known for some bad quality; notorious
jostle,to push or elbow against someone in a crowd
lackluster,lacking in vitality or force; dull
stipulate,to demand or specify a requirement
tremulous,"shaking or quivering, usually from nervousness"
wrest,to forcibly pull something from someone's grasp
alacrity,brisk and cheerful readiness; enthusiasm
aspirant,a person who has ambitions to achieve something
belittle,to make someone or something seem unimportant
belligerent,hostile and aggressive; warlike
brash,self-assertive in a noisy or aggressive way
castigate,to reprimand someone severely
dregs,the remnants of liquid at the bottom; leftovers
feint,a deceptive blow or mock attack
promulgate,to promote or make widely known an idea
scoff,to speak to someone in a scornfully derisive way
solace,comfort in a time of distress or sadness
admonish,to warn or reprimand someone firmly
construe,to interpret a word or action in a way
culprit,a person responsible for a crime or misdeed
distraught,deeply upset and agitated
duplicity,deceitfulness; double-dealing
ethics,moral principles that govern behavior
impunity,exemption from punishment or harm
pernicious,having a harmful effect in a subtle way; deadly
rampant,flourishing or spreading unchecked; menacing
chagrin,distress or embarrassment at having failed
eschew,to deliberately avoid using; abstain from
perfunctory,carried out with a minimum of effort
perverse,desire to behave in an unreasonable way
quell,"to put an end to disorder, usually by force"
voluble,"talking fluently, readily, or incessantly"
masticate,to chew food
cognizant,having knowledge or being aware of
fray,to become worn at the edge; a fight or struggle
harass,to subject to aggressive pressure; to annoy
implacable,unable to be placated or appeased
monolithic,formed of a single large block; massive unit
oust,to drive out or expel someone from a position
reprehensible,deserving censure or criticism
revert,to return to a previous state or condition
skirmish,an episode of irregular fighting; argument
stymie,to prevent or hinder the progress of
terminate,to bring something to an end; to stop
ascend,to go up or climb; to rise
besiege,to surround a place with armed forces
excruciating,intensely painful; very bad
fretful,feeling or expressing distress or irritation
harbinger,a person or thing that announces another
malnutrition,lack of proper nutrition
respite,a short period of rest from something difficult
reverberate,to be repeated as an echo; to have long effect
sanctuary,a place of refuge or safety; protection
amicable,having a spirit of friendliness
astute,having an ability to accurately assess situations
bigot,a person who is intolerantly devoted to opinions
ineffectual,not producing any or the desired effect; weak
malady,a disease or serious illness
solicit,to ask for or try to obtain something from someone
spew,to expel large quantities of something rapidly
virulent,extremely severe or harmful in its effects; bitter
entourage,a group of people surrounding an important person
doleful,expressing sorrow; mournful; sad
frustrate,to prevent a plan from progressing; to defeat
inert,lacking the ability to move; inactive
peruse,to read something in a thorough or careful way
premonition,a strong feeling that something is about to happen
recoil,"to spring back in fear, horror, or disgust"
salient,most noticeable or important; prominent
symptomatic,serving as a symptom or sign of something
corroborate,to confirm or give support to a statement
elapse,of time passing or going by
fruitless,failing to achieve results; unproductive
inundate,to overwhelm someone with things to be dealt with
lax,not sufficiently strict or careful; careless
lurid,very vivid in color; harsh or unnatural effect
quip,a witty remark or a quick speech
sanguine,optimistic or positive in a bad situation
sporadic,occurring at irregular intervals; scattered
domicile,the country that a person treats as home; domestic
diatribe,a forceful and bitter verbal attack
expunge,to erase or remove completely; to clear
fortuitous,happening by accident or chance rather than design
incoherent,expressed in a confusing way; not clear
jaunty,"having a lively, cheerful, and self-confident manner"
nominal,existing in name only; not real or actual
ostentatious,characterized by vulgar or pretentious display
utopia,an imagined place in which everything is perfect
remuneration,money paid for work or a service
eventuate,to occur as a result; to turn out
haven,a place of safety or refuge; a peaceful place
importune,to harass someone persistently for something
incontrovertible,not able to be denied or disputed
incredulous,unwilling or unable to believe something
propitious,giving or indicating a good chance of success
subjugate,to bring under domination or control; to conquer
surreptitious,kept secret because it would not be approved
ultimate,being the end of a process; fundamental
havoc,widespread destruction or serious damage
incisive,intelligently analytical and clear-thinking
mammoth,huge or very large
nettle,a plant with stinging hairs; to irritate someone
raze,to completely destroy a building or town
scurry,to move hurriedly with short quick steps
accomplice,a person who helps another commit a crime
alleged,said without proof to have taken place
complicity,the state of being involved in wrongdoing
declaim,to utter words in a rhetorical or impassigned way
epithet,an adjective expressing a quality of a person
extrinsic,not belonging naturally to something; external
fetter,a chain or shackle for the feet; to restrict
landmark,an object of a landscape that is easily recognized
liquidation,the process of closing a business to get money
nomadic,living the life of a nomad; wandering
paragon,a person or thing viewed as a model of excellence
preclude,to prevent from happening; to make impossible
amorous,showing or feeling sexual desire or love
antithesis,a person or thing that is the direct opposite
bulwark,a defensive wall or protection
cursory,hasty and therefore not thorough or detailed
embellish,to make a story more interesting by adding details
frugal,sparing or economical with regard to money
progeny,a descendant or the offspring of a person
virtuosity,great skill in performing or artistic pursuit
component,a part or element of a larger whole; factor
concoct,to create or devise a story or plan
consummate,showing a high degree of skill; perfect
evaluate,to form an idea of the value of something; to assess
fraught,filled with or likely to result in something bad
gullible,easily persuaded to believe something
impeccable,faultless; in accordance with highest standards
labyrinth,a complicated irregular network of paths; a maze
murky,dark and gloomy; cloudy; vague
perpetuate,to make something undesirable continue indefinitely
subterfuge,deceit used in order to achieve one's goal
abortive,failing to produce the intended result; imperfect
barometer,an instrument for determining atmospheric pressure
buff,a person knowledgeable about a particular subject
irrelevant,not connected with or relevant to something
itinerant,traveling from place to place; wandering
modify,to make partial or minor changes to something
tortuous,full of twists and turns; not simple
urbane,"courteous, debonair, and refined in manner"
amnesty,an official pardon for people convicted of crimes
balk,to hesitate or be unwilling to accept an idea
coup,"a sudden, violent seizure of power"
dismantle,to take a machine or structure to pieces
exonerate,to absolve someone from blame for a fault
expatriate,a person who lives outside their native country
restrictive,imposing restrictions on someone's activities
rife,of common occurrence; widespread and bad
strife,angry or bitter disagreement; conflict
sumptuous,splendid and expensive-looking
underwrite,to accept liability under an insurance policy
mendacious,not telling the truth; lying; false
abstemious,not self-indulgent when eating and drinking
derogatory,showing a critical or disrespectful attitude
extant,still in existence; surviving
indict,to formally accuse of or charge with a serious crime
levity,humor or frivolity; lack of respect
omnivorous,feeding on food of both plant and animal origin
redolent,strongly reminiscent or suggestive of something
vicissitude,a change of circumstances or fortune
ascetic,characterized by severe self-discipline; religious
bona fide,"real, legal or true; not fake; genuine"
decadence,moral or cultural decline; excessive indulgence
destitution,poverty so extreme that one lacks necessities
desultory,"lacking a plan, purpose, or enthusiasm"
disciple,a follower or student of a teacher or leader
indoctrinate,to teach a person to accept a set of beliefs
lush,growing thickly and luxuriantly
metamorphosis,a process of transformation from one form to another
obsequious,obedient or attentive to an excessive degree
opulence,great wealth or luxuriousness; rich
salvation,deliverance from sin and its consequences
scion,a descendant of a wealthy or famous family
supplication,the action of asking for something earnestly
acknowledge,to accept or admit the existence or truth of
appellation,a name or title given to someone
chimerical,hoped for but illusory or impossible to achieve
cope,to deal successfully with something difficult
covert,not openly acknowledged or displayed; hidden
cumulative,increasing by successive additions
delude,to impose a misleading belief upon someone; to fool
escalation,a rapid increase; a rise in intensity
palliate,to make a disease less painful without curing it
potential,having the capacity to become something in the future
prelude,an action or event serving as an introduction
compensatory,intended to make up for loss or injury
enunciate,to say or pronounce clearly and exactly
heterogeneous,diverse in character or content; consisting of many types
inordinate,unusually or disproportionately large; excessive
irascible,having a tendency to be easily angered; irritable
maladjusted,failing to cope with the demands of a social environment
neurotic,suffering from or relating to neurosis; not calm
phenomenon,a fact or situation that is observed to exist
abhor,to regard with disgust and hatred
bizarre,very strange or unusual; weird
fetish,an object of irrational reverence or obsession
inanimate,not alive; showing no sign of life
inviolable,"never to be broken, infringed, or dishonored"
originate,to have a specified beginning; to start
prohibition,the action of forbidding something by law
taboo,prohibited or restricted by social custom
taint,a trace of a bad quality or substance
congenial,pleasant because of similarities to one's own
deplorable,deserving strong condemnation; unacceptable
eruption,an act or instance of erupting suddenly
longevity,long life; lasting a long time
obliterate,to destroy utterly; to wipe out
puny,small and weak; not impressive
rue,to bitterly regret something one has done
sage,a wise person; an aromatic plant
senile,showing the weaknesses of old age
virile,"having strength, energy, and a strong sex drive"
acute,severe or intense; showing perceptive insight
aversion,a strong dislike or disinclination
cogent,"clear, logical, and convincing"
evince,to reveal the presence of a quality or feeling
gist,the substance or essence of a speech or text
intrinsic,belonging naturally; essential
remiss,lacking care or attention to duty; negligent
terse,sparing in the use of words; abrupt; short
transient,lasting only for a short time; impermanent
vogue,the prevailing fashion or style at a time
adamant,refusing to be persuaded; stubborn
ardent,enthusiastic or passionate; showing energy
array,an impressive display or set of things
bereft,deprived of or lacking something; lost
besmirch,to damage the reputation of someone
constrict,to make narrower by binding; to limit
falter,to start to lose strength or momentum
humility,a modest or low view of one's importance
invective,"insulting, abusive, or highly critical language"
pinnacle,the most successful point; the culmination
prodigy,a person with exceptional qualities or abilities
avarice,extreme greed for wealth or material gain
cacophony,a harsh discordant mixture of sounds
infallible,incapable of making mistakes or being wrong
irrational,not logical or reasonable; not using logic
moribund,at the point of death; about to end
serenity,the quality of being calm and peaceful
banal,so lacking in originality as to be boring
dilettante,a person who studies an area without commitment
garrulous,excessively talkative on unimportant things
indolent,wanting to avoid activity; lazy
nondescript,lacking distinctive or interesting features
obese,grossly fat or overweight in an unhealthy way
pique,a feeling of irritation or resentment
platitude,a remark that has been used too often to be interesting
charlatan,a person falsely claiming to have special skills
decorum,behavior in keeping with good taste and propriety
extinct,no longer active; having no living members
gaudy,extravagantly bright or showy; tasteless
jocose,playful or humorous; liking to joke
jubilant,feeling or expressing great happiness
peremptory,insisting on immediate attention or obedience
rustic,relating to the countryside; simple
wheedle,to employ endearments or flattery to persuade
zenith,the time at which something is at its most powerful
arbiter,a person who settles a dispute; ultimate authority
attenuated,unusually thin; reduced in force or amount
deleterious,"causing harm or damage, often in a subtle way"
dissent,holding of opinions at variance with official ones
fervid,intensely enthusiastic or passionate
heresy,belief or opinion contrary to orthodox doctrine
incumbent,necessary for someone as a duty; currently in office
lassitude,a state of physical or mental weariness; lack of energy
milieu,a person's social environment or surroundings
propagate,to breed specimens; to spread an idea widely
prudent,acting with care and thought for the future
spurious,not being what it purports to be; false or fake
strident,loud and harsh; grating and unpleasant
surfeit,an excessive amount of something
archaic,very old or old-fashioned; primitive
celerity,swiftness of movement; speed in action
condone,to accept and allow behavior that is wrong
expedite,to make an action happen sooner or faster
extraneous,irrelevant or unrelated to the subject
facetious,treating serious issues with inappropriate humor
menial,not requiring much skill and lacking prestige
paltry,of an amount small or meager; petty
profound,showing great knowledge or insight; very great
rabid,having extreme or fanatical support for a belief
succinct,written or spoken briefly and clearly
usurp,to take a position of power illegally or by force
abjure,to solemnly renounce a belief or claim
allay,"to diminish fear, suspicion, or worry"
connoisseur,an expert judge in matters of taste
debilitate,to make someone weak and infirm; to weaken
deter,to discourage someone from acting; to prevent
evanescent,soon passing out of sight or memory; quickly fading
foment,to instigate or stir up an undesirable sentiment
propensity,an inclination or natural tendency to behave
tantamount,equivalent in seriousness to; virtually the same
quarry,a place from which stone is extracted; an animal being hunted
commodious,conveniently spacious; roomy and comfortable
cumbersome,large or heavy and therefore difficult to carry
facade,an outward appearance concealing a reality
grimace,"an ugly, twisted expression on a person's face"
interrogate,to ask questions of someone closely
noisome,having an extremely offensive smell; unpleasant
tenacious,tending to keep a firm hold; not giving up
countenance,a person's face or facial expression
debacle,a sudden and ignominious failure; a complete failure
mien,a person's look or manner indicating character
nonentity,a person or thing with no special qualities
parable,a simple story used to illustrate a moral lesson
pensive,engaged in involving deep or serious thought
refute,to prove a statement or theory to be wrong
stupor,a state of near-unconsciousness; unable to think
vivacious,attractively lively and animated; full of spirit
acme,the point at which something is at its best; peak
compassion,sympathetic pity and concern for others
copious,abundant in supply or quantity; detailed
covet,to yearn to possess something belonging to others
grotesque,comically or repulsively ugly or distorted
ignominious,deserving or causing public disgrace; humiliating
penury,extreme poverty; destitution; oppressive lack
unsavory,disagreeable to taste or smell; offensive
vehemently,"in a forceful, passionate, or intense manner"
austere,severe or strict in manner; without decoration
erudite,having or showing great knowledge or learning
felicitous,well chosen or suited to the circumstances; suitable
germane,relevant to a subject under consideration
halcyon,denoting a period of time in the past that was happy
iconoclast,a person who attacks settled beliefs or institutions
motivate,to provide someone with a motive for doing something
nascent,just coming into existence and showing potential
phobia,an extreme or irrational fear of something
servile,having an excessive willingness to please others
superfluous,extra; exceeding what is sufficient; unnecessary
tenable,able to be maintained or defended against attack
docile,ready to accept instruction; submissive; gentle
foist,to impose an unwelcome person or thing on someone
glib,fluent but insincere and shallow in speaking
homogeneous,of the same kind; alike; uniform
procrastinate,to delay or postpone action; to put off
retort,to say something in answer in a sharp manner
stigmatize,to describe or regard as worthy of disgrace
tacit,understood or implied without being stated
tantalize,to torment or tease with the sight of something
belated,coming or happening later than should have been
imperturbable,unable to be upset or excited; calm
infraction,a violation or infringement of a law or agreement
pandemonium,wild and noisy disorder or confusion; chaos
redress,to remedy or set right an unfair situation
saga,a long story of heroic achievement or adventures
staunch,loyal and committed in attitude or support
unconscionable,not right or reasonable; excessive
vacillate,to alternate or waver between different opinions
vindicate,to clear someone of blame or suspicion
augment,to make something greater by adding to it
cant,hypocritical and sanctimonious talk; trite
contort,to twist or bend out of its normal shape
elucidate,to make something clear; to explain
magnanimous,very generous or forgiving toward a rival
rhetoric,the art of effective or persuasive speaking
vapid,offering nothing that is stimulating; dull
vilify,to speak or write about in an abusive manner
advent,the arrival of a notable person or thing
denote,to be a sign of; to indicate or stand for
impious,not showing respect or reverence for a god
insidious,proceeding in a gradual way with harmful effects
nutritive,relating to nutrition; healthy
pall,to become less interesting; a cloth over a coffin
propriety,state of conforming to accepted standards of behavior
raucous,making a disturbingly harsh and loud noise
sanction,official permission or approval; a penalty
satiety,the feeling or state of being completely full
succulent,"of food tender, juicy, and tasty"
artless,without effort or pretentiousness; natural; honest
capricious,given to sudden and unaccountable changes of mood
comely,pleasant to look at; attractive
expedient,convenient and practical although possibly improper
frenetic,fast and energetic in a wild way; disordered
requisite,made necessary by particular circumstances
ameliorate,to make something bad or unsatisfactory better
atrophy,"to waste away, typically due to degeneration of cells"
criterion,a principle or standard by which something is judged
mercenary,concerned with making money at the expense of ethics
pariah,an outcast; one not acceptable to society
repent,to feel or express sincere regret for wrongdoing
stunted,prevented from growing or developing properly
subservient,prepared to obey others unquestioningly; less important
vestige,a trace of something that is disappearing
defamatory,intended to harm the reputation of someone
deprecate,to express disapproval of something
devout,having or showing deep religious feeling
diminutive,extremely or unusually small; tiny
frail,weak and delicate; thin; easily damaged
libel,a published false statement damaging to reputation
malevolent,having or showing a wish to do evil to others
nullify,to make legally null and void; to invalidate
plaintiff,a person who brings a case against another in court
reputed,according to general belief but not necessarily true
deluge,a severe flood; a great quantity of something
excoriate,to censure or criticize someone severely
appalled,greatly dismayed or horrified at something
callow,inexperienced and immature; young
emissary,a person sent on a special mission; representative
penchant,a strong or habitual liking for something
rail,to scold in harsh or abusive language
sullen,bad-tempered and sulky; gloomy
taut,stretched or pulled tight; not slack
wistful,having a feeling of vague or regretful longing
yen,a strong desire or propensity; basic Japanese currency
ascertain,to find something out for certain; to make sure
burgeon,to begin to grow or increase rapidly; to flourish
charisma,compelling attractiveness or charm
derive,to obtain something from a specified source
encomium,a speech or piece of writing that praises someone
genocide,the deliberate killing of a large group of people
sophistry,the use of fallacious arguments with intent to deceive
indigent,poor or needy; in poverty
circuitous,of a route longer than the most direct way; roundabout
dilatory,slow to act; intended to cause delay
emanate,to issue or spread out from a source; to scatter
extenuating,mitigating circumstances that lessen an offense
glut,an excessively abundant supply of something
impregnable,unable to be captured or broken into; unconquerable
insurgent,rising in active revolt; a rebel
patriarch,the male head of a family or group
ramification,a consequence of an action or event
rapacious,aggressively greedy or grasping
specious,"superficially plausible, but actually wrong"
despot,a ruler who holds absolute power cruelly
grandeur,splendor and impressiveness of appearance
impasse,a situation in which no progress is possible
pathological,relating to physical or mental disease; compulsive
polemic,a strong verbal or written attack on someone
prescient,having knowledge of events before they take place
reverie,a state of being pleasantly lost in one's thoughts
prevail,to prove more powerful than opposing forces
imitation,the action of using someone as a model; imitable
display,a collection of objects arranged for public viewing
protectionist,shielding domestic industries by taxing imports
consist,to be composed or made up of
relevant,closely connected or appropriate to the matter
catalyze,to cause or accelerate a reaction
tip,a small amount of money given for service; a pointed end
complicate,to make something more difficult or confusing
dogmatic,inclined to lay down principles as incontrovertibly true
unsympathetic,not feeling or showing sympathy
provocative,"causing annoyance, anger, or strong reaction"
candor,the quality of being open and honest; frankness
particular,used to single out an individual member; fastidious
plausible,of an argument seeming reasonable or probable
place,a particular portion of space; a position
